m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	commonname	catchcategory	catchpartnumber	aphia	scientificname	identification	foreignobject	sampletype	group	conservation	catchproducttype	raisingfactor	catchweight	catchvolume	catchcount	abundancecategory	sampleproducttype	lengthmeasurement	lengthsampleweight	lengthsamplevolume	lengthsamplecount	specimensamplecount	agesamplecount	agingstructure	parasite	stomach	intestine	tissuesample	samplerecipient	catchcomment
4	2020	LMEL	2	60023	43	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	1.213		2		1	E	1.213		2								2	
4	2020	LMEL	2	60023	44	villsvinfisk	VILLSVINFISK	1	127419	Capros aper			10		1	1	1.0	0.001		1		1	E	0.001		1									
4	2020	LMEL	2	60023	1	makrell	MAKRELL	1	127023	Scomber scombrus			20		1	1	1.0	0.336		6		1	F	0.336		6	6		2						
4	2020	LMEL	2	60023	2	sardin	SARDIN	1	126421	Sardina pilchardus			20		1	1	1.0	0.115		1		1	E	0.115		1	1		2						
4	2020	LMEL	2	60023	22	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1	1.0	0.754		1		1	E	0.754		1	1								
4	2020	LMEL	2	60023	23	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	20.66		44		1	E	20.66		44	22		2						
4	2020	LMEL	2	60023	24	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	2.61		1		1	E	2.61		1	1		2						
4	2020	LMEL	2	60023	25	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	4.315		1		1	E	4.315		1	1		2						
4	2020	LMEL	2	60023	26	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	11.278		43		1	E	11.1		42	18		2						
4	2020	LMEL	2	60023	28	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	6.8563	116.35		6573		1	E	1.77		100	12		2						
4	2020	LMEL	2	60023	21	småflekket rødhai	SMÅFLEKKET RØDHAI	1	105814	Scyliorhinus canicula			34		1	1	1.0	0.377		1		1	E	0.377		1	1								
4	2020	LMEL	2	60023	27	kolmule	KOLMULE	1	126439	Micromesistius poutassou			34		1	1	1.0	0.053		1		1	E	0.053		1	1								
4	2020	LMEL	2	60023	45	skater	SKATER	1	10216	Rajiformes			50		1	1	1.0	0.0043		1															
4	2020	LMEL	2	60023	3	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.199		40															
4	2020	LMEL	2	60023	4	Pagurus pubescens	PAGURUS PUBESCENS	1	107240	Pagurus pubescens			90		1	1	1.0	0.002		4															
4	2020	LMEL	2	60023	5	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	6.856	6.849		2605															
4	2020	LMEL	2	60023	6	Axinellidae	AXINELLIDAE	1	131629	Axinellidae			90		1	1	1.0	0.027		1															
4	2020	LMEL	2	60023	7	Caryophyllia smithii	CARYOPHYLLIA SMITHII	1	135144	Caryophyllia smithii			90		1	1	1.0	0.003		2															
4	2020	LMEL	2	60023	8	kongesneglslekten	KONGESNEGLSLEKTEN	1	137701	Buccinum			90		1	1	1.0	0.001		1															egg
4	2020	LMEL	2	60023	9	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.206		2															
4	2020	LMEL	2	60023	10	vanlig korstroll	VANLIG KORSTROLL	1	123776	Asterias rubens			90		1	1	1.0	0.005		1															
4	2020	LMEL	2	60023	11	slangestjerner	SLANGESTJERNER	1	123084	Ophiuroidea			90		1	1	1.0	0.001		2															
4	2020	LMEL	2	60023	12	Colus	COLUS	1	137704	Colus			90		1	1	1.0	0.014		1															
4	2020	LMEL	2	60023	13	Scaphander lignarius	SCAPHANDER LIGNARIUS	1	139488	Scaphander lignarius			90		1	1	1.0	0.037		6															
4	2020	LMEL	2	60023	14	Hyalinoecia tubicola	HYALINOECIA TUBICOLA	1	130464	Hyalinoecia tubicola			90		1	1	1.0	0.001		7															empty tubes
4	2020	LMEL	2	60023	15	Chaetopterus	CHAETOPTERUS	1	129229	Chaetopterus			90		1	1	1.0	0.001		1															empty tube
4	2020	LMEL	2	60023	16	Reteporella	RETEPORELLA	1	110956	Reteporella			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60023	17	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.076		31															
4	2020	LMEL	2	60023	18	sekkedyr	SEKKEDYR	1	1839	Ascidiacea			90		1	1	1.0	0.012		2															
4	2020	LMEL	2	60023	19	Suberites	SUBERITES	1	132072	Suberites			90		1	1	1.0	0.04		4															
4	2020	LMEL	2	60023	20	svamper	SVAMPER	1	558	Porifera			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60023	32	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	6.589		117		1	B	5.635		100									
4	2020	LMEL	2	60023	33	Loligo	LOLIGO	2	138139	Loligo			91		1	1	1.0	0.694		1		1	B	0.694		1								3	Loligo forbesii
4	2020	LMEL	2	60023	40	Eledone cirrhosa	ELEDONE CIRRHOSA	1	140600	Eledone cirrhosa			91		1	1	1.0	0.109		1		1	B	0.109		1								3	
4	2020	LMEL	2	60024	18	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60024	21	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.005		2															
4	2020	LMEL	2	60024	13	Aporrhais serresiana	APORRHAIS SERRESIANA	1		Aporrhais serresiana			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60024	16	Astarte	ASTARTE	1	137683	Astarte			90		1	1	1.0	0.004		1															
4	2020	LMEL	2	60024	6	Astropecten irregularis	ASTROPECTEN IRREGULARIS	1	123867	Astropecten irregularis			90		1	1	1.0	0.004		2															
4	2020	LMEL	2	60024	22	blomsterreke	BLOMSTERREKE	1	107651	Pandalus montagui			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60024	3	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			10		1	1	1.0	0.421		13		1	E	0.421		13									
4	2020	LMEL	2	60024	25	breiflabb	BREIFLABB	1	126555	Lophius piscatorius			10		1	1	1.0	6.46		1		1	E	6.46		1									
4	2020	LMEL	2	60024	17	børsteormer	BØRSTEORMER	1	883	Polychaeta			90		1	1	1.0	0.001		2															posthornmark
4	2020	LMEL	2	60024	42	Eledone cirrhosa	ELEDONE CIRRHOSA	1	140600	Eledone cirrhosa			91		1	1	1.0	0.196		1		1	B	0.196		1								3	
4	2020	LMEL	2	60024	11	Euspira catena	EUSPIRA CATENA	1	140528	Euspira catena			90		1	1	1.0	0.011		2															
4	2020	LMEL	2	60024	4	flekket fløyfisk	FLEKKET FLØYFISK	1	126793	Callionymus maculatus			10		1	1	1.0	0.009		1		1	E	0.009		1									
4	2020	LMEL	2	60024	34	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10		1	1	1.0	0.194		9		1	E	0.194		9									
4	2020	LMEL	2	60024	31	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	4.27		11		1	E	4.27		11									
4	2020	LMEL	2	60024	7	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.622		7															
4	2020	LMEL	2	60024	29	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	43.38		100		1	E	43.38		100	36		2						
4	2020	LMEL	2	60024	28	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	2.12		5		1	E	2.12		5	5		2						
4	2020	LMEL	2	60024	43	Illex coindetii	ILLEX COINDETII	1	140621	Illex coindetii			91		1	1	1.0	0.207		1		1	B	0.207		1								3	
4	2020	LMEL	2	60024	38	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	2.69		11		1	E	2.69		11									
4	2020	LMEL	2	60024	47	kolmule	KOLMULE	1	126439	Micromesistius poutassou			34		1	1	3.387	0.088		3		1	E	0.026		1	1								
4	2020	LMEL	2	60024	32	lange	LANGE	1	126461	Molva molva			10		1	1	1.0	4.2		1		1	E	4.2		1									
4	2020	LMEL	2	60024	41	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	1.04		69		1	B	1.04		69									
4	2020	LMEL	2	60024	33	lomre	LOMRE	1	127140	Microstomus kitt			10		1	1	1.0	0.288		2		1	E	0.288		2									
4	2020	LMEL	2	60024	8	Luidia sarsii	LUIDIA SARSII	1	123922	Luidia sarsii			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60024	45	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	9.24		11		1	E	9.24		11								2	
4	2020	LMEL	2	60024	1	makrell	MAKRELL	1	127023	Scomber scombrus			20		1	1	1.0	0.279		2		1	F	0.279		2	2		2						
4	2020	LMEL	2	60024	12	Ophiura	OPHIURA	1	123574	Ophiura			90		1	1	1.0	0.055		33															
4	2020	LMEL	2	60024	15	rur	RUR	1	106057	Balanidae			90		1	1	1.0	0.001		2															growing on havsnelgshell
4	2020	LMEL	2	60024	9	Rødsjøstjerne	RØDSJØSTJERNE	1	123813	Stichastrella rosea			90		1	1	1.0	0.022		1															
4	2020	LMEL	2	60024	35	sandflyndre	SANDFLYNDRE	1	127139	Limanda limanda			10		1	1	1.0	0.013		1		1	E	0.013		1									
4	2020	LMEL	2	60024	27	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	7.33		3		1	E	7.33		3	3		2						
4	2020	LMEL	2	60024	19	sekkedyr	SEKKEDYR	1	1839	Ascidiacea			90		1	1	1.0	0.011		2															A. prunum-like
4	2020	LMEL	2	60024	2	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	0.613		3		1	E	0.613		3	3		2						
4	2020	LMEL	2	60024	5	sjøkreps	SJØKREPS	1	107254	Nephrops norvegicus			92		1	1	1.0	0.406		7		1	E	0.406		7	7								
4	2020	LMEL	2	60024	23	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	3.387	6.54		4905															
4	2020	LMEL	2	60024	40	smørflyndre	SMØRFLYNDRE	1	127136	Glyptocephalus cynoglossus			10		1	1	1.0	1.075		3		1	E	1.075		3									
4	2020	LMEL	2	60024	14	Stor Havsnegl	STOR HAVSNEGL	1	138920	Neptunea Antiqua			90		1	1	1.0	0.153		1															
4	2020	LMEL	2	60024	39	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.211		9		1	E	0.211		9									
4	2020	LMEL	2	60024	24	svamper	SVAMPER	1	558	Porifera			90		1	1	1.0	0.017		2															Clathria?
4	2020	LMEL	2	60024	48	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	3.387	0.0237		3		1	E	0.007		1									
4	2020	LMEL	2	60024	44	Todaropsis eblanae	TODAROPSIS EBLANAE	1	140625	Todaropsis eblanae			91		1	1	1.0	0.03		2		1	B	0.03		2								3	
4	2020	LMEL	2	60024	26	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	5.84		7		1	E	5.84		7	5		2						
4	2020	LMEL	2	60024	20	Tubularia	TUBULARIA	1	117258	Tubularia			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60024	10	vanlig korstroll	VANLIG KORSTROLL	1	123776	Asterias rubens			90		1	1	1.0	0.016		2															
4	2020	LMEL	2	60024	36	vassild	VASSILD	1	126715	Argentina silus			10		1	1	1.0	0.006		1		1	E	0.006		1									
4	2020	LMEL	2	60024	37	vassildfamilien	VASSILDFAMILIEN	1	125508	Argentinidae			10		1	1	1.0	0.001		1		1	E	0.001		1									
4	2020	LMEL	2	60024	46	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	3.387	15.84		2126		1	E	0.745		100	6		2						
4	2020	LMEL	2	60025	8	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	1.0	0.07		6															
4	2020	LMEL	2	60025	1	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	1.0	0.015		7															
4	2020	LMEL	2	60025	3	Astropecten irregularis	ASTROPECTEN IRREGULARIS	1	123867	Astropecten irregularis			90		1	1	1.0	0.002		1															
4	2020	LMEL	2	60025	25	Eledone cirrhosa	ELEDONE CIRRHOSA	1	140600	Eledone cirrhosa			91		1	1	1.0	0.054		1		1	B	0.054		1								3	
4	2020	LMEL	2	60025	26	flekket fløyfisk	FLEKKET FLØYFISK	1	126793	Callionymus maculatus			10		1	1	1.0	0.007		1		1	E	0.007		1									
4	2020	LMEL	2	60025	22	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10		1	1	1.0	0.74		13		1	E	0.74		13									
4	2020	LMEL	2	60025	23	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	0.289		1		1	E	0.289		1									
4	2020	LMEL	2	60025	4	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.161		3															
4	2020	LMEL	2	60025	7	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1	1.0	0.007		2															
4	2020	LMEL	2	60025	10	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	99.606		298		1	E	33.4		100	23		2						
4	2020	LMEL	2	60025	11	hvitting	HVITTING	2	126438	Merlangius merlangus			21		1	1	1.0	0.205		6		1	E	0.205		6	4		2						
4	2020	LMEL	2	60025	6	Hyalinoecia tubicola	HYALINOECIA TUBICOLA	1	130464	Hyalinoecia tubicola			90		1	1	1.0	0.001		1															
4	2020	LMEL	2	60025	12	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	30.98		51		1	E	30.98		51	28		2						
4	2020	LMEL	2	60025	16	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1	1.0	1.078		4		1	E	1.078		4	4								
4	2020	LMEL	2	60025	17	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	12.61		54		1	E	12.61		54									
4	2020	LMEL	2	60025	14	lange	LANGE	1	126461	Molva molva			10		1	1	1.0	9.72		3		1	E	9.72		3									
4	2020	LMEL	2	60025	19	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	1.657		24		1	B	1.657		24									
4	2020	LMEL	2	60025	20	Loligo	LOLIGO	2	138139	Loligo			91		1	1	1.0	0.926		1		1	B	0.926		1								3	Loligo forbesii
4	2020	LMEL	2	60025	18	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	0.476		5		1	E	0.476		5									
4	2020	LMEL	2	60025	29	makrell	MAKRELL	1	127023	Scomber scombrus			23		1	1	1.0	4.896		60		1	F	4.896		60	60		2						
4	2020	LMEL	2	60025	24	sandflyndre	SANDFLYNDRE	1	127139	Limanda limanda			10		1	1	1.0	0.275		1		1	E	0.275		1									
4	2020	LMEL	2	60025	9	sei	SEI	1	126441	Pollachius virens			21		1	1	1.0	52.6		18		1	E	52.6		18	15		2						
4	2020	LMEL	2	60025	28	sild'G05	SILD'G05	1	126417	Clupea harengus			23		1	1	1.0	202.41		1386		1	E	14.605		100	100		2						
4	2020	LMEL	2	60025	2	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	1.0	0.066		26															
4	2020	LMEL	2	60025	5	Stor Havsnegl	STOR HAVSNEGL	1	138920	Neptunea Antiqua			90		1	1	1.0	0.112		1															
4	2020	LMEL	2	60025	21	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.166		3		1	E	0.166		3									
4	2020	LMEL	2	60025	27	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.105		3		1	E	0.105		3									
4	2020	LMEL	2	60025	13	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	4.56		3		1	E	4.56		3	2		2						
4	2020	LMEL	2	60025	15	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	1.0	295.305		41592		1	E	0.71		100	8		2						
4	2020	LMEL	2	60026	1	blodsjøstjerne	BLODSJØSTJERNE	1	123276	Henricia			90		1	1	1.0	0.005		1															
4	2020	LMEL	2	60026	2	hestestjerne	HESTESTJERNE	1	124043	Hippasteria phrygiana			90		1	1	1.0	0.15		2															
4	2020	LMEL	2	60026	3	Luidia sarsii	LUIDIA SARSII	1	123922	Luidia sarsii			90		1	1	1.0	0.004		1															
4	2020	LMEL	2	60026	4	vanlig korstroll	VANLIG KORSTROLL	1	123776	Asterias rubens			90		1	1	1.0	0.042		4															
4	2020	LMEL	2	60026	5	Colus	COLUS	1	137704	Colus			90		1	1	1.0	0.023		1															
4	2020	LMEL	2	60026	6	Stor Havsnegl	STOR HAVSNEGL	1	138920	Neptunea Antiqua			90		1	1	1.0	0.164		2															
4	2020	LMEL	2	60026	7	gullmus	GULLMUS	1	129840	Aphrodita aculeata			90		1	1	1.0	0.03		1															
4	2020	LMEL	2	60026	8	Hyalinoecia tubicola	HYALINOECIA TUBICOLA	1	130464	Hyalinoecia tubicola			90		1	1	1.0	0.001		3															
4	2020	LMEL	2	60026	9	sjøanemoner	SJØANEMONER	1	1360	Actiniaria			90		1	1	1.0	0.285		1															
4	2020	LMEL	2	60026	10	Hormathia	HORMATHIA	1	100757	Hormathia			90		1	1	1.0	0.133		10															
4	2020	LMEL	2	60026	11	Adamsia	ADAMSIA	1	100751	Adamsia			90		1	1	3.16	0.158		152															
4	2020	LMEL	2	60026	12	sekkedyr	SEKKEDYR	1	1839	Ascidiacea			90		1	1	1.0	0.01		4															A. prunum?
4	2020	LMEL	2	60026	13	anemoneeremittkreps	ANEMONEEREMITTKREPS	1	107239	Pagurus prideaux			90		1	1	3.16	0.66		142															
4	2020	LMEL	2	60026	14	Bernakeremittkreps	BERNAKEREMITTKREPS	1	107232	Pagurus bernhardus			90		1	1	3.16	0.054		9															
4	2020	LMEL	2	60026	15	sjøpiggsvin	SJØPIGGSVIN	1	123082	Echinoidea			90		1	1	3.16	2.9		1807															
4	2020	LMEL	2	60026	16	knurr	KNURR	1	150637	Eutrigla gurnardus			10		1	1	1.0	2.931		26		1	E	2.931		26									
4	2020	LMEL	2	60026	17	sandflyndre	SANDFLYNDRE	1	127139	Limanda limanda			10		1	1	1.0	0.688		9		1	E	0.688		9									
4	2020	LMEL	2	60026	18	smørflyndre	SMØRFLYNDRE	1	127136	Glyptocephalus cynoglossus			10		1	1	1.0	0.999		3		1	E	0.999		3									
4	2020	LMEL	2	60026	19	vanlig fløyfisk	VANLIG FLØYFISK	1	126792	Callionymus lyra			10		1	1	1.0	0.006		1		1	E	0.006		1									
4	2020	LMEL	2	60026	20	glassvar	GLASSVAR	1	127146	Lepidorhombus whiffiagonis			10		1	1	1.0	1.401		4		1	E	1.401		4									
4	2020	LMEL	2	60026	21	flekket fløyfisk	FLEKKET FLØYFISK	1	126793	Callionymus maculatus			10		1	1	1.0	0.049		5		1	E	0.049		5									
4	2020	LMEL	2	60026	22	sild'G05	SILD'G05	1	126417	Clupea harengus			20		1	1	1.0	0.145		1		1	E	0.145		1	1	2							
4	2020	LMEL	2	60026	23	kolmule	KOLMULE	1	126439	Micromesistius poutassou			34		1	1	1.0	3.704		32		1	E	3.704		32	32								
4	2020	LMEL	2	60026	24	firetrådet tangbrosme	FIRETRÅDET TANGBROSME	1	126450	Enchelyopus cimbrius			10		1	1	1.0	0.043		2		1	E	0.043		2									
4	2020	LMEL	2	60026	25	vassild	VASSILD	1	126715	Argentina silus			10		1	1	1.0	0.035		1		1	E	0.035		1									
4	2020	LMEL	2	60026	26	strømsild	STRØMSILD	1	126716	Argentina sphyraena			10		1	1	1.0	0.19		14		1	E	0.054		4									
4	2020	LMEL	2	60026	27	sypike	SYPIKE	1	126446	Trisopterus minutus			10		1	1	1.0	0.168		26		1	E	0.105		16									
4	2020	LMEL	2	60026	28	sølvtorsk	SØLVTORSK	1	126435	Gadiculus argenteus			10		1	1	1.0	0.033		2		1	E	0.033		2									
4	2020	LMEL	2	60026	29	blåkjeft	BLÅKJEFT	1	127251	Helicolenus dactylopterus			10		1	1	1.0	0.05		1		1	E	0.05		1									
4	2020	LMEL	2	60026	30	breiflabb	BREIFLABB	1	126555	Lophius piscatorius			10		1	1	1.0	0.139		1		1	E	0.139		1									
4	2020	LMEL	2	60026	31	lysing	LYSING	1	126484	Merluccius merluccius			10		1	1	1.0	0.655		2		1	E	0.655		2									
4	2020	LMEL	2	60026	32	Loligo	LOLIGO	1	138139	Loligo			91		1	1	1.0	1.57		39		1	B	1.57		39									
4	2020	LMEL	2	60026	33	Illex coindetii	ILLEX COINDETII	1	140621	Illex coindetii			91		1	1	1.0	0.312		2		1	B	0.312		2								3	
4	2020	LMEL	2	60026	34	Todaropsis eblanae	TODAROPSIS EBLANAE	1	140625	Todaropsis eblanae			91		1	1	1.0	0.022		1		1	B	0.022		1								3	
4	2020	LMEL	2	60026	35	Sepiola	SEPIOLA	1	138483	Sepiola			91		1	1	1.0	0.002		1		1	B	0.002		1								3	
4	2020	LMEL	2	60026	36	sjøkreps	SJØKREPS	1	107254	Nephrops norvegicus			92		1	1	1.0	0.144		5		1	E	0.144		5	5								
4	2020	LMEL	2	60026	37	øyepål	ØYEPÅL	1	126444	Trisopterus esmarkii			21		1	1	3.16	43.323		2534		1	E	1.71		100	10		2						
4	2020	LMEL	2	60026	39	gapeflyndre	GAPEFLYNDRE	1	127137	Hippoglossoides platessoides			10		1	1	1.0	4.875		134		1	E	3.625		100									
4	2020	LMEL	2	60026	40	hyse	HYSE	1	126437	Melanogrammus aeglefinus			21		1	1	1.0	20.46		118		1	E	17.34		100	16		2						
4	2020	LMEL	2	60026	41	torsk	TORSK	1	126436	Gadus morhua			21		1	1	1.0	2.915		1		1	E	2.915		1	1		2						
4	2020	LMEL	2	60026	42	hvitting	HVITTING	1	126438	Merlangius merlangus			21		1	1	1.0	32.8		96		1	E	32.8		96	25		2						
4	2020	LMEL	2	60026	43	småflekket rødhai	SMÅFLEKKET RØDHAI	1	105814	Scyliorhinus canicula			20		1	1	1.0	0.86		1		1	E	0.86		1	1								
4	2020	LMEL	2	60026	44	kloskate	KLOSKATE	1	105865	Amblyraja radiata			20		1	1	1.0	0.615		2		1	E	0.615		2	2								
